2.685 2 IMU_MAG_RAW -311 76 -143
2.687 2 IMU_GYRO_RAW -20 12 -11
2.690 2 IMU_ACCEL_RAW -2021 -20 74
2.734 2 IMU_MAG_RAW -311 76 -143
2.738 2 IMU_GYRO_RAW -20 12 -11
2.741 2 IMU_ACCEL_RAW -2012 -21 67
2.786 2 BARO_RAW 0. 0.
2.789 2 IMU_MAG_RAW -311 76 -143
2.792 2 IMU_GYRO_RAW -21 11 -12
2.795 2 IMU_ACCEL_RAW -2018 -24 74
2.835 2 IMU_MAG_RAW -311 76 -143
2.838 2 IMU_GYRO_RAW -21 11 -12
2.841 2 IMU_ACCEL_RAW -2010 -23 80
2.885 2 DL_VALUE 20 0.01
2.888 2 IMU_MAG_RAW -311 76 -143
2.891 2 IMU_GYRO_RAW -20 12 -11
2.894 2 IMU_ACCEL_RAW -2010 -28 68
2.935 2 IMU_MAG_RAW -311 76 -143
2.938 2 IMU_GYRO_RAW -20 12 -12
2.941 2 IMU_ACCEL_RAW -2013 -25 76
2.984 2 IMU_MAG_RAW -311 76 -143
2.987 2 IMU_GYRO_RAW -21 11 -11
2.990 2 IMU_ACCEL_RAW -2013 -27 71
3.033 2 DOWNLINK_STATUS 0 3 3504 198 0 1168. 66. 0.
3.035 2 IMU_MAG_RAW -311 76 -143
3.038 2 IMU_GYRO_RAW -20 12 -11
3.041 2 IMU_ACCEL_RAW -2013 -15 71
3.084 2 IMU_MAG_RAW -311 76 -143
3.087 2 IMU_GYRO_RAW -21 11 -12
3.090 2 IMU_ACCEL_RAW -2009 -15 70
3.135 2 IMU_MAG_RAW -311 76 -143
3.138 2 IMU_GYRO_RAW -20 12 -11
3.141 2 IMU_ACCEL_RAW -2013 -15 68
3.184 2 IMU_MAG_RAW -311 76 -143
3.187 2 IMU_GYRO_RAW -21 11 -11
3.190 2 IMU_ACCEL_RAW -2014 -22 72
3.235 2 IMU_MAG_RAW -311 76 -143
3.238 2 IMU_GYRO_RAW -19 12 -12
3.241 2 IMU_ACCEL_RAW -2016 -21 68
3.287 2 BARO_RAW 0. 0.
3.290 2 IMU_MAG_RAW -311 76 -143
3.293 2 IMU_GYRO_RAW -21 11 -11
3.296 2 IMU_ACCEL_RAW -2019 -20 72
3.334 2 IMU_MAG_RAW -311 76 -143
3.337 2 IMU_GYRO_RAW -20 11 -11
3.341 2 IMU_ACCEL_RAW -2013 -24 72
3.385 2 DL_VALUE 21 0.1
3.389 2 IMU_MAG_RAW -311 76 -143
3.392 2 IMU_GYRO_RAW -19 12 -13
3.395 2 IMU_ACCEL_RAW -2017 -27 72
3.434 2 IMU_MAG_RAW -311 76 -143
3.437 2 IMU_GYRO_RAW -21 10 -11
3.441 2 IMU_ACCEL_RAW -2009 -21 76
3.484 2 IMU_MAG_RAW -311 76 -143
3.487 2 IMU_GYRO_RAW -21 11 -11
3.490 2 IMU_ACCEL_RAW -2010 -22 74
3.535 2 IMU_MAG_RAW -311 76 -143
3.538 2 IMU_GYRO_RAW -21 12 -12
3.541 2 IMU_ACCEL_RAW -2015 -24 71
3.584 2 IMU_MAG_RAW -311 76 -143
3.588 2 IMU_GYRO_RAW -21 12 -12
3.591 2 IMU_ACCEL_RAW -2016 -23 73
3.635 2 IMU_MAG_RAW -311 76 -143
3.638 2 IMU_GYRO_RAW -20 10 -12
3.641 2 IMU_ACCEL_RAW -2014 -29 70
3.685 2 IMU_MAG_RAW -311 76 -143
3.687 2 IMU_GYRO_RAW -20 11 -12
3.690 2 IMU_ACCEL_RAW -2015 -21 62
3.734 2 IMU_MAG_RAW -311 76 -143
3.737 2 IMU_GYRO_RAW -20 11 -12
3.740 2 IMU_ACCEL_RAW -2018 -27 65
3.786 2 BARO_RAW 0. 0.
3.789 2 IMU_MAG_RAW -311 76 -143
3.792 2 IMU_GYRO_RAW -20 11 -11
3.795 2 IMU_ACCEL_RAW -2013 -17 69
3.834 2 IMU_MAG_RAW -311 76 -143
3.837 2 IMU_GYRO_RAW -20 11 -11
3.841 2 IMU_ACCEL_RAW -2010 -25 69
3.885 2 DL_VALUE 22 0.
3.888 2 IMU_MAG_RAW -311 76 -143
3.891 2 IMU_GYRO_RAW -21 11 -12
3.894 2 IMU_ACCEL_RAW -2007 -28 67
3.934 2 IMU_MAG_RAW -311 76 -143
3.938 2 IMU_GYRO_RAW -21 11 -12
3.941 2 IMU_ACCEL_RAW -2008 -20 79
3.984 2 IMU_MAG_RAW -311 76 -143
3.987 2 IMU_GYRO_RAW -20 14 -12
3.990 2 IMU_ACCEL_RAW -2016 -28 62
4.033 2 DOWNLINK_STATUS 0 4 4634 262 0 1130. 64. 0.
4.034 2 IMU_MAG_RAW -311 76 -143
4.038 2 IMU_GYRO_RAW -21 11 -11
4.041 2 IMU_ACCEL_RAW -2008 -15 74
4.084 2 IMU_MAG_RAW -311 76 -143
4.087 2 IMU_GYRO_RAW -20 12 -11
4.090 2 IMU_ACCEL_RAW -2014 -27 66
4.136 2 FBW_STATUS 0 48 0 153 2
4.140 2 IMU_MAG_RAW -311 76 -143
4.143 2 IMU_GYRO_RAW -20 10 -12
4.146 2 IMU_ACCEL_RAW -2009 -20 69
4.184 2 IMU_MAG_RAW -311 76 -143
4.187 2 IMU_GYRO_RAW -20 11 -11
4.190 2 IMU_ACCEL_RAW -2007 -27 73
4.234 2 IMU_MAG_RAW -311 76 -143
4.237 2 IMU_GYRO_RAW -20 12 -12
4.240 2 IMU_ACCEL_RAW -2009 -27 58
4.286 2 BARO_RAW 0. 0.
4.290 2 IMU_MAG_RAW -311 76 -143
4.293 2 IMU_GYRO_RAW -21 12 -11
4.296 2 IMU_ACCEL_RAW -2008 -23 84
4.335 2 IMU_MAG_RAW -311 76 -143
4.338 2 IMU_GYRO_RAW -20 10 -11
4.341 2 IMU_ACCEL_RAW -2014 -23 68
4.385 2 DL_VALUE 23 0.05
4.388 2 IMU_MAG_RAW -311 76 -143
4.392 2 IMU_GYRO_RAW -20 12 -12
4.395 2 IMU_ACCEL_RAW -2013 -20 80
4.435 2 IMU_MAG_RAW -311 76 -143
4.438 2 IMU_GYRO_RAW -20 10 -11
4.441 2 IMU_ACCEL_RAW -2013 -23 71
4.490 2 ALIVE |52,174,40,85,193,233,106,158,180,165,1,53,138,171,11,135|
4.493 2 IMU_MAG_RAW -311 76 -143
4.496 2 IMU_GYRO_RAW -20 12 -11
4.499 2 IMU_ACCEL_RAW -2012 -21 74
4.535 2 IMU_MAG_RAW -311 76 -143
4.538 2 IMU_GYRO_RAW -19 12 -12
4.541 2 IMU_ACCEL_RAW -2012 -24 66
4.584 2 IMU_MAG_RAW -311 76 -143
4.588 2 IMU_GYRO_RAW -21 13 -11
4.591 2 IMU_ACCEL_RAW -2016 -20 70
4.635 2 IMU_MAG_RAW -311 76 -143
4.638 2 IMU_GYRO_RAW -20 11 -12
4.641 2 IMU_ACCEL_RAW -2014 -21 68
4.684 2 IMU_MAG_RAW -311 76 -143
4.688 2 IMU_GYRO_RAW -20 11 -11
4.691 2 IMU_ACCEL_RAW -2017 -25 74
4.734 2 IMU_MAG_RAW -311 76 -143
4.737 2 IMU_GYRO_RAW -20 12 -12
4.740 2 IMU_ACCEL_RAW -2016 -20 73
4.786 2 BARO_RAW 0. 0.
4.789 2 IMU_MAG_RAW -311 76 -143
4.792 2 IMU_GYRO_RAW -20 12 -11
4.795 2 IMU_ACCEL_RAW -2013 -23 72
4.834 2 IMU_MAG_RAW -311 76 -143
4.837 2 IMU_GYRO_RAW -21 11 -12
4.840 2 IMU_ACCEL_RAW -2014 -18 69
4.886 2 DL_VALUE 24 0.
4.891 2 IMU_MAG_RAW -311 76 -143
4.891 2 IMU_GYRO_RAW -21 11 -11
4.895 2 IMU_ACCEL_RAW -2015 -31 71
4.934 2 IMU_MAG_RAW -311 76 -143
4.937 2 IMU_GYRO_RAW -19 13 -12
4.941 2 IMU_ACCEL_RAW -2017 -19 69
4.984 2 IMU_MAG_RAW -311 76 -143
4.987 2 IMU_GYRO_RAW -20 11 -12
4.990 2 IMU_ACCEL_RAW -2012 -17 73
5.033 2 DOWNLINK_STATUS 0 5 5802 328 0 1168. 66. 0.
5.034 2 IMU_MAG_RAW -311 76 -143
5.037 2 IMU_GYRO_RAW -20 12 -12
5.041 2 IMU_ACCEL_RAW -2016 -22 72
5.084 2 IMU_MAG_RAW -311 76 -143
5.087 2 IMU_GYRO_RAW -21 10 -11
5.090 2 IMU_ACCEL_RAW -2013 -22 76
5.134 2 IMU_MAG_RAW -311 76 -143
5.138 2 IMU_GYRO_RAW -20 13 -11
5.141 2 IMU_ACCEL_RAW -2005 -25 75
5.184 2 IMU_MAG_RAW -311 76 -143
5.187 2 IMU_GYRO_RAW -20 10 -11
5.190 2 IMU_ACCEL_RAW -2015 -25 72
5.235 2 IMU_MAG_RAW -311 76 -143
5.238 2 IMU_GYRO_RAW -19 13 -12
5.241 2 IMU_ACCEL_RAW -2009 -27 69
5.286 2 BARO_RAW 0. 0.
5.290 2 IMU_MAG_RAW -311 76 -143
5.293 2 IMU_GYRO_RAW -20 12 -12
5.296 2 IMU_ACCEL_RAW -2015 -25 60
5.335 2 IMU_MAG_RAW -311 76 -143
5.338 2 IMU_GYRO_RAW -20 10 -12
5.341 2 IMU_ACCEL_RAW -2010 -24 84
5.385 2 DL_VALUE 25 1.000074
5.388 2 IMU_MAG_RAW -311 76 -143
5.391 2 IMU_GYRO_RAW -19 13 -13
5.394 2 IMU_ACCEL_RAW -2015 -17 55
