12.229 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
12.478 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
12.728 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
12.975 3 DOWNLINK_STATUS 0 13 1788 74 1 104. 4. -1.39404998818e+12
12.978 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
13.228 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
13.478 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
13.728 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
13.975 3 DOWNLINK_STATUS 0 14 1892 78 1 104. 4. -1.39404998818e+12
13.978 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
14.228 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
14.478 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
14.728 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
14.744 3 ESTIMATOR 0. 0.
14.747 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
14.753 3 GPS 0 0 0 0 0 0 0 0 0 0 1
14.755 3 DL_VALUE 0 235.
14.758 3 WP_MOVED 10 360453.8125 4813581. 260. 31
14.975 3 DOWNLINK_STATUS 0 15 2100 87 1 208. 9. -1.39404998818e+12
14.978 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
15.228 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
15.478 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
15.728 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
15.975 3 DOWNLINK_STATUS 0 16 2204 91 1 104. 4. -1.39404999318e+12
15.978 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
16.228 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
16.478 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
16.728 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
16.975 3 DOWNLINK_STATUS 0 17 2308 95 1 104. 4. -1.39404999318e+12
16.978 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
17.228 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
17.478 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
17.728 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
17.743 3 ESTIMATOR 0. 0.
17.747 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
17.753 3 GPS 0 0 0 0 0 0 0 0 0 0 1
17.755 3 DL_VALUE 1 0.
17.758 3 ATTITUDE -1.334804 2.672513 0.000525
17.760 3 PPRZ_MODE 2 0 0 0 0 6
17.975 3 DOWNLINK_STATUS 0 18 2526 105 1 218. 10. -1.39404999318e+12
17.978 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
18.228 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
18.478 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
18.728 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
18.975 3 DOWNLINK_STATUS 0 19 2630 109 1 104. 4. -1.39404999318e+12
18.978 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
19.228 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
19.478 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
19.728 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
19.975 3 DOWNLINK_STATUS 0 20 2734 113 1 104. 4. -1.39404999318e+12
19.978 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
20.228 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
20.478 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
20.728 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
20.742 3 ESTIMATOR 0. 0.
20.747 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
20.753 3 GPS 0 0 0 0 0 0 0 0 0 0 1
20.755 3 DL_VALUE 2 0.
20.758 3 WP_MOVED 11 360170.5 4813757.5 260. 31
20.975 3 DOWNLINK_STATUS 0 21 2942 122 1 208. 9. -1.39404999818e+12
20.978 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
21.228 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
