18.617 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
18.860 3 DOWNLINK_STATUS 0 19 2784 117 0 244. 11. -1.39378460431e+12
18.867 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
19.117 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
19.368 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
19.618 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
19.864 3 DOWNLINK_STATUS 0 20 2888 121 0 104. 4. -1.39378460431e+12
19.868 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
20.118 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
20.368 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
20.619 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
20.864 3 DOWNLINK_STATUS 0 21 2992 125 0 104. 4. -1.39378460932e+12
20.868 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
21.118 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
21.133 3 ESTIMATOR 0. 0.
21.137 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
21.144 3 GPS 0 0 0 0 0 0 0 0 0 0 1
21.145 3 DL_VALUE 0 235.
21.148 3 WP_MOVED 10 360453.8125 4813581. 260. 31
21.369 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
21.619 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
21.865 3 DOWNLINK_STATUS 0 22 3200 134 0 208. 9. -1.39378460932e+12
21.869 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
22.119 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
22.369 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
22.619 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
22.865 3 DOWNLINK_STATUS 0 23 3304 138 0 104. 4. -1.39378460932e+12
22.869 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
23.119 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
23.369 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
23.620 3 NAVIGATION 0 2 0. 0. 0. 0. 0 0
